Origin Name,Origin Code,Destination Name,Destination Code,Departure Date,Duration,Operator,Fare,Origin ID,Destination ID
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T08:39:00+00:00,0 days 01:03:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T09:04:00+00:00,0 days 01:07:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T09:39:00+00:00,0 days 01:05:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T10:04:00+00:00,0 days 01:07:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T10:39:00+00:00,0 days 01:12:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T11:04:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T11:39:00+00:00,0 days 01:13:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T12:04:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T12:38:00+00:00,0 days 01:13:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T13:03:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T13:38:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T14:03:00+00:00,0 days 01:10:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T14:38:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T15:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T15:37:00+00:00,0 days 01:08:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T16:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T16:37:00+00:00,0 days 01:08:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T17:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T17:37:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T18:03:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T18:37:00+00:00,0 days 01:01:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T19:04:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T19:38:00+00:00,0 days 01:00:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T20:03:00+00:00,0 days 01:01:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T20:37:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T21:03:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T21:35:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T22:02:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T22:35:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-02T23:02:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T00:25:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T01:11:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T03:14:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T00:25:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T01:11:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T03:14:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T05:02:00+00:00,0 days 01:07:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T05:44:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T06:06:00+00:00,0 days 00:58:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T06:49:00+00:00,0 days 00:59:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T07:06:00+00:00,0 days 01:03:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T07:44:00+00:00,0 days 01:01:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T08:04:00+00:00,0 days 01:06:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T08:39:00+00:00,0 days 01:03:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T09:04:00+00:00,0 days 01:07:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T09:39:00+00:00,0 days 01:05:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T10:04:00+00:00,0 days 01:07:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T10:39:00+00:00,0 days 01:12:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T11:04:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T11:39:00+00:00,0 days 01:13:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T12:04:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T12:38:00+00:00,0 days 01:13:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T13:03:00+00:00,0 days 01:14:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T13:38:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T14:03:00+00:00,0 days 01:10:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T14:38:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T15:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T15:37:00+00:00,0 days 01:08:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T16:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T16:37:00+00:00,0 days 01:08:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T17:03:00+00:00,0 days 01:09:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T17:37:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T18:03:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T18:37:00+00:00,0 days 01:01:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T19:04:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T19:38:00+00:00,0 days 01:00:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T20:03:00+00:00,0 days 01:01:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T20:37:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T21:03:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T21:35:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T22:02:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T22:35:00+00:00,0 days 00:56:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-03T23:02:00+00:00,0 days 00:57:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-04T00:25:00+00:00,0 days 01:02:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-04T01:11:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,Haymarket,EDI,2024-11-04T03:14:00+00:00,0 days 01:04:00,Ember,6.1,54,43
Bridge of Earn,BOE,George Street,EDI,2024-10-28T00:25:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T01:11:00+00:00,0 days 01:10:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T03:14:00+00:00,0 days 01:10:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T05:02:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T05:41:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T06:03:00+00:00,0 days 01:15:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T06:36:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T07:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T07:40:00+00:00,0 days 01:26:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T08:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T08:40:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T09:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T09:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T10:04:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T10:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T11:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T11:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T12:05:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T12:37:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T13:03:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T13:47:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T14:13:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T14:42:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T15:13:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T15:44:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T16:11:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T16:46:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T17:11:00+00:00,0 days 01:19:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T17:46:00+00:00,0 days 01:16:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T18:11:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T18:42:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T19:09:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T19:41:00+00:00,0 days 01:12:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T20:41:00+00:00,0 days 01:06:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T21:08:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T21:39:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T22:07:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T22:44:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-28T23:17:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T05:02:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T05:41:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T06:03:00+00:00,0 days 01:15:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T06:36:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T07:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T07:40:00+00:00,0 days 01:26:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T08:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T08:40:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T09:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T09:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T10:04:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T10:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T11:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T11:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T12:05:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T12:37:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T13:03:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T13:47:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T14:13:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T14:42:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T15:13:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T15:44:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T16:11:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T16:46:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T17:11:00+00:00,0 days 01:19:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T17:46:00+00:00,0 days 01:16:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T18:11:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T18:42:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T19:09:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T19:41:00+00:00,0 days 01:12:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T20:08:00+00:00,0 days 01:12:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T20:41:00+00:00,0 days 01:06:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T21:08:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T21:39:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T22:07:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T22:44:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-29T23:17:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T05:02:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T05:41:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T06:03:00+00:00,0 days 01:15:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T06:36:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T07:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T07:40:00+00:00,0 days 01:26:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T08:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T08:40:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T09:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T09:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T10:04:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T10:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T11:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T11:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T12:05:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T12:37:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T13:03:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T13:47:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T14:13:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T14:42:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T15:13:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T15:44:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T16:11:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T16:46:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T17:11:00+00:00,0 days 01:19:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T17:46:00+00:00,0 days 01:16:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T18:11:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T18:42:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T19:09:00+00:00,0 days 01:14:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T19:41:00+00:00,0 days 01:12:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T20:08:00+00:00,0 days 01:12:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T20:41:00+00:00,0 days 01:06:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T21:08:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T21:39:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T22:07:00+00:00,0 days 01:05:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T22:44:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-30T23:17:00+00:00,0 days 01:04:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T00:30:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T01:16:00+00:00,0 days 01:11:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T03:19:00+00:00,0 days 01:13:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T05:02:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T05:41:00+00:00,0 days 01:09:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T06:03:00+00:00,0 days 01:15:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T06:36:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T07:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T07:40:00+00:00,0 days 01:26:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T08:04:00+00:00,0 days 01:28:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T08:40:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T09:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T09:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T10:04:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T10:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T11:05:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T11:39:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T12:05:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T12:37:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T13:03:00+00:00,0 days 01:23:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T13:47:00+00:00,0 days 01:21:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T14:13:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T14:42:00+00:00,0 days 01:22:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T15:13:00+00:00,0 days 01:24:00,Ember,6.1,54,42
Bridge of Earn,BOE,George Street,EDI,2024-10-31T15:44:00+00:00,0 days 01:22:00,Ember,6.1,54,42
